#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Sun Nov 01 04:35:20 EST 2020,100,100,Assignment4Suite,CacheHeapTest0+ CacheHeapTest1+ CacheHeapTest2+ CacheHeapTest3+ CacheMapTest0+ CacheMapTest1+ CacheMapTest2+ CacheMapTest3+ CacheTest0+ CacheTest1+ CacheTest2+ CacheTest3+ CacheTest4+ CacheTest5+ CacheTest6+ CacheTest7+ CacheTest8+ CacheTest9+ HeapDelMinTest0+ HeapDelMinTest1+ HeapDelMinTest10+ HeapDelMinTest11+ HeapDelMinTest12+ HeapDelMinTest13+ HeapDelMinTest14+ HeapDelMinTest2+ HeapDelMinTest3+ HeapDelMinTest4+ HeapDelMinTest5+ HeapDelMinTest6+ HeapDelMinTest7+ HeapDelMinTest8+ HeapDelMinTest9+ HeapIncDecEltTest0+ HeapIncDecEltTest1+ HeapIncDecEltTest2+ HeapIncDecEltTest3+ HeapIncDecEltTest4+ HeapIncDecEltTest5+ HeapInsertTest0+ HeapInsertTest1+ HeapInsertTest2+ HeapInsertTest3+ HeapInsertTest4+ , , , ,
1,Mon Nov 02 01:22:17 EST 2020,100,0,Assignment4Suite,CacheHeapTest0 CacheHeapTest1 CacheHeapTest2 CacheHeapTest3 CacheMapTest0 CacheMapTest1 CacheMapTest2 CacheMapTest3 CacheTest0 CacheTest1 CacheTest2 CacheTest3 CacheTest4 CacheTest5 CacheTest6 CacheTest7 CacheTest8 CacheTest9 HeapDelMinTest0 HeapDelMinTest1 HeapDelMinTest10 HeapDelMinTest11 HeapDelMinTest12 HeapDelMinTest13 HeapDelMinTest14 HeapDelMinTest2 HeapDelMinTest3 HeapDelMinTest4 HeapDelMinTest5 HeapDelMinTest6 HeapDelMinTest7 HeapDelMinTest8 HeapDelMinTest9 HeapIncDecEltTest0 HeapIncDecEltTest1 HeapIncDecEltTest2 HeapIncDecEltTest3 HeapIncDecEltTest4 HeapIncDecEltTest5 HeapInsertTest0 HeapInsertTest1 HeapInsertTest2 HeapInsertTest3 HeapInsertTest4 , , , ,
